ID,Sentence
486,sicinius one thus descended that hath beside well in his person wrought to be set high in place we did commend to your remembrances but you have found scaling his present bearing with his past that hes your fixed enemy and revoke your sudden approbation
487,first citizen we have ever your good word
488,messenger they lie in view but have not spoke as yet
489,scholars have traditionally divided the history of the library into five periods prelateran lateran avignon prevatican and vatican
490,coriolanus i will go wash and when my face is fair you shall perceive whether i blush or no howbeit i thank you
491,cominius they are worn lord consul so that we shall hardly in our ages see their banners wave again
492,marcius yonder comes news
493,volumnia i know not where to turn o welcome home and welcome general and yere welcome all
494,we shall be shortend in our aim which was to take in many towns ere almost rome should know we were afoot
495,nay more some parcels of their power are forth already and only hitherward
496,normally i may have asked for a manager but at this point i was ready to just get out of there plus we had to be somewhere else that night my opinion for the money there are many other restaurants i would rather eat at
497,then they left everything unfinished in my eyes leaving the site dirty
498,this place has none of them
499,valeria in troth i think she would
500,they are butchers
501,sicinius bemock the modest moon
502,cominius march on my fellows make good this ostentation and you shall divide in all with us
503,seventh citizen therefore let him be consul the gods give him joy and make him good friend to the people
504,theyll sit by the fire and presume to know whats done i the capitol whos like to rise who thrives and who declines side factions and give out conjectural marriages making parties strong and feebling such as stand not in their liking below their cobbled shoes
505,not what the special was at all
506,then i was hit with a bill of 56900
507,nahwhy bother when there are so many other options around
508,the worst dental experience of my life
509,theres some among you have beheld me fighting come try upon yourselves what you have seen me
510,few as the words were jane knew how infinitely much they implied
511,been going to dr goldberg for over 10 years
512,sicinius pass no further
513,someone should buy this place and turn it into what it should be
514,i took my car to a local mechanic to see if i could get the hole patched but they said the reason i had a flat was because the previous patch had blown wait what
515,first citizen once if he do require our voices we ought not to deny him
516,we ate about a quarter of the food couldnt even finish it
517,volumnia away you fool
518,we felt confident in going with them and booked it heres where things fell apart
519,aufidius and keep your honours safe
520,who has time for that or wants to deal with it
521,i dont think i ask much out of a driving range
522,for dipping
523,the chapel bell tinkled out its summons and the garrison trooped faithfully to mass
524,sicinius therefore lay hold of him bear him to the rock tarpeian and from thence into destruction cast him
525,valentina little recking now whether the castle held or fell and still less such trifles as gonzagas attendance at mass had assented without heeding the import of what he said
526,lartius otis marcius
527,i left a message with multiple people regarding my bill and no one ever called me back
528,second citizen what he cannot help in his nature you account a vice in him
529,menenius brutus sir those cold ways that seem like prudent helps are very poisonous where the disease is violent
530,we are very great full that we discovered her
531,i really really want this place to do better
532,not worth it at all with all the other good italian options around
533,likewise in 2003 when other students believed that the paper showed a liberal bias the conservative paper irish rover went into production
534,i never imagined how confusing a question that could possibly be
535,for this last before and in corioli let me say i cannot speak him home he stoppd the fliers and by his rare example made the coward turn terror into sport as weeds before a vessel under sail so men obeyd and fell below his stem his sword deaths stamp where it did mark it took from face to foot he was a thing of blood whose every motion was timed with dying cries alone he enterd the mortal gate of the city which he painted with shunless destiny aidless came off and with a sudden reinforcement struck corioli like a planet now alls his when by and by the din of war gan pierce his ready sense then straight his doubled spirit requickend what in flesh was fatigate and to the battle came he where he did run reeking oer the lives of men as if twere a perpetual spoil and till we calld both field and city ours he never stood to ease his breast with panting
536,the bar can get quite noisy in the evenings but it adds to the great atmosphere at rockys
537,i drove by yesterday to get a sneak peak
538,marcius come i too late
539,your voices for your voices i have fought watchd for your voices for your voices bear of wounds two dozen odd battles thrice six i have seen and heard of for your voices have done many things some less some more your voices indeed i would be consul
540,the entire office has an attitude like they are doing you a favor
541,coriolanus i will not seal your knowledge with showing them
542,worn and thread bare
543,coriolanus what must i say
544,i will most likely not return
545,first soldier hes the devil
546,i also like the mixed grill
547,plus 1 of the new tires went flat within 3 weeks
548,virgilia give me excuse good madam i will obey you in every thing hereafter
549,citizens you so remain
550,menenius ay to devour him as the hungry plebeians would the noble marcius
551,presently came monna valentina followed by her ladies her pages and lastly peppe wearing under his thin mask of piety an air of eager anxiety and unrest
552,first citizen before we proceed any further hear me speak
553,she kept up and was very friendly
554,brutus being moved he will not spare to gird the gods
555,i watched 2 employees walk by me unlocked the door and relocked it
556,menenius you have stood your limitation and the tribunes endue you with the peoples voice remains that in the official marks invested you anon do meet the senate
557,there are much better italian restaurants in pittsburgh
558,messenger wheres caius marcius
559,at the end of the main drive and in a direct line that connects through 3 statues and the gold dome is a simple modern stone statue of mary
560,coriolanus you should account me the more virtuous that i have not been common in my love
561,the bar was jumping thou never go to the bar
562,tell valeria we are fit to bid her welcome
563,sicinius nature teaches beasts to know their friends
564,you are a pair of strange ones
565,order the white pizza on our visit this weekend it has garlic spinach feta cheese and we usually add some veggie on top
566,not too skimpy on the meat
567,emmert dental only cares about the money will over charge you and leave you less than happy with the dental work
568,i pray sirplague upont
569,the worst dental office i ever been
570,he then turned to a waitress who had approached the service area of the bar and asked her if we could have a server take our drink order
571,i was going to dr johnson before he left and goldberg took over when johnson left
572,all the kitchen did was scrape their mistake off of our fish
573,first citizen the former agents if they did complain what could the belly answer
574,he doesnt judge and asks all the right questions
575,we also ordered steak and italian hoagies
576,lartius so let the ports be guarded keep your duties as i have set them down
577,aufidius nor did you think it folly to keep your great pretences veild till when they needs must show themselves which in the hatching it seemd appeard to rome
578,i had such a low expectation i was pleasantly surprised
579,first senator so your opinion is aufidius that they of rome are entered in our counsels and know how we proceed
580,in the short time that he was there a man who was behind the bar looked at him and then turn away without saying a word or notifying anyone else
581,the rankinbass animated film production company used japanese puppets and stop motion to tell the tale bolstered by a soundtrack featuring burl ives rendition of the theme song
582,lartius on safeguard he came to me and did curse against the volsces for they had so vilely yielded the town he is retired to antium
583,menenius you know neither me yourselves nor any thing
584,menenius i am known to be a humorous patrician and one that loves a cup of hot wine with not a drop of allaying tiber int said to be something imperfect in favouring the first complaint hasty and tinderlike upon too trivial motion one that converses more with the buttock of the night than with the forehead of the morning what i think i utter and spend my malice in my breath
585,its a fairly big range if you are familiar with scallys in moon it seems like it has almost as many tees though its not nearly as nice a facility
586,marcius cominius the shepherd knows not thunder from a tabour more than i know the sound of marcius tongue from every meaner man
587,man has this place gone down hill
588,quite good
589,a curse begin at very root ons heart that is not glad to see thee
590,it is sublime and makes you want to go to a special cozy corner just to eat it and revel in its velvety loveliness
591,therefore beseech you you that will be less fearful than discreet that love the fundamental part of state more than you doubt the change ont that prefer a noble life before a long and wish to jump a body with a dangerous physic thats sure of death without it at once pluck out the multitudinous tongue let them not lick the sweet which is their poison your dishonour mangles true judgment and bereaves the state of that integrity which should becomet not having the power to do the good it would for the in which doth controlt
592,awesome drink specials during happy hour
593,menenius o me the gods
594,i will be making my friend take me back until i can memorize where the heck it is addendum 2nd visit for the fish sandwich
595,cominius marcius we have at disadvantage fought and did retire to win our purpose
596,coriolanus tullus aufidius then had made new head
597,so now the gates are ope now prove good seconds tis for the followers fortune widens them not for the fliers mark me and do the like
598,marcius ill buy him of you
599,first soldier following the fliers at the very heels with them he enters who upon the sudden clappd to their gates he is himself alone to answer all the city
600,its your typical lowend chinese place
601,sicinius let them assemble and on a safer judgment all revoke your ignorant election enforce his pride and his old hate unto you besides forget not with what contempt he wore the humble weed how in his suit he scornd you but your loves thinking upon his services took from you the apprehension of his present portance which most gibingly ungravely he did fashion after the inveterate hate he bears you
602,virgilia heavens bless my lord from fell aufidius
603,coriolanus now as i live i will
604,didnt happen here my main point is contractors have a reputation for not being the most trustworthy
605,meaning for example i took in a pair of khakis all the way down to the cuff but he seamed them up to look exactly the way they were when i first bought them
606,by far the worst most unprofessional dentist i have ever experienced her staff is too busy watching soap operas on all the tvs in each room instead of cleaning and she gave me a filling which was too deep which could have been understandable as her son had his pictures delivered from hawaii and she had to stop 3 times to pay for them and show her whole staff all of them must be nice to have a 14 year old go to hawaii on her moms dime and have her patience wait to see all of this happen i had to have oral surgery and have the tooth removed because she put the filling in too deep an abscessed tooth was the result i wouldnt recommend her to an ex girlfriend or someone i hate because of the three months of extreme tooth pain i had to deal with because of her lack of care and follow through even after i called and asked them for advice and follow up they simply could care less and did not even offer to reschedule an appointment other than prescribing me vicodin and antibiotics do not recommend and do not go to her license should be pulled
607,they actually then gave us flack for not having enough to put it on a debit card
608,first senator sit coriolanus never shame to hear what you have nobly done
609,we ordered our dinner immediately with a salad and a glass of wine
610,the other magazine the juggler is released twice a year and focuses on student literature and artwork
611,i then had to go back to the manager to give us our bill so we could get away from this ruined evening
612,stay hold peace
613,it more becomes a man than gilt his trophy the breasts of hecuba when she did suckle hector lookd not lovelier than hectors forehead when it spit forth blood at grecian sword contemning
614,volumnia o he is wounded i thank the gods fort
615,i waited
616,the dome yearbook is published annually
617,my valours poisond with only suffering stain by him for him shall fly out of itself nor sleep nor sanctuary being naked sick nor fane nor capitol the prayers of priests nor times of sacrifice embarquements all of fury shall lift up their rotten privilege and custom gainst my hate to marcius where i find him were it at home upon my brothers guard even there against the hospitable canon would i wash my fierce hand ins heart
618,i have called numerous times and i am always told that the manager and or billing department is not in
619,coriolanus the gods begin to mock me
620,i sat at a vacant stool behind the formica counter and ordered the mixed grill
621,if i do send dispatch those centuries to our aid the rest will serve for a short holding if we lose the field we cannot keep the town
622,place was not busy waited over 20 minutes for drinks and to have our order taken
623,brutus ay spare us not
624,menenius and so are like to do
625,weeks went by with no word from them on the process
626,will you hence before the tag return
627,know you on which side they have placed their men of trust
628,the only reason why i came here as much as i did is because i like the 1 iced coffees
629,brutus hes a lamb indeed that baes like a bear
630,first soldier twill be deliverd back on good condition
631,second citizen an twere to give againbut tis no matter
632,unassuming looks like it is closed all the time until you do a drive by and see the hours posted
633,valeria come lay aside your stitchery i must have you play the idle husewife with me this afternoon
634,fish sandwiches piled with breaded fish that looked amazing
635,after watching two people who ordered after me be handed their food i asked where mine was
636,it was so noticeable that it made me wonder if the dough was bad or if they for some weird reason put fish sauce in it
637,citizens true the people are the city
638,yay im a fan but sometimes service is a little slow it was very good for us this visit
639,neither paper is published as often as the observer however all three are distributed to all students
640,my wife for example ordered the irish stew and he came back 5 min later telling us they were out of that and even more things for several people in our party
641,it is just a five minute drive to downtown
642,i mean come on for a restaurant of this calibre and price is it too much to ask for a glass of water
643,formally established in 1475 although it is much older it is one of the oldest libraries in the world and contains one of the most significant collections of historical texts
644,i will sir flatter my sworn brother the people to earn a dearer estimation of them tis a condition they account gentle and since the wisdom of their choice is rather to have my hat than my heart i will practise the insinuating nod and be off to them most counterfeitly that is sir i will counterfeit the bewitchment of some popular man and give it bountiful to the desirers
645,what ever have been thought on in this state that could be brought to bodily act ere rome had circumvention
646,no one should have to go thru what i am currently going thru
647,immediately in front of the main building and facing it is a copper statue of christ with arms upraised with the legend venite ad me omnes
648,at first i thought we were lost driving around a handful of very rather dismal looking blocks in what looked like a neighborhood that had been blighted by the building of a highway
649,at the end of the main drive and in a direct line that connects through 3 statues and the gold dome is a simple modern stone statue of mary
650,not too rich at all
651,i would give the food 35 the service was subpar for sure
652,first citizen care for us
653,you titus lartius must to corioli back send us to rome the best with whom we may articulate for their own good and ours
654,the hot and extra hot are about the same flavorheat
655,menenius having determined of the volsces and to send for titus lartius it remains as the main point of this our aftermeeting to gratify his noble service that hath thus stood for his country therefore please you most reverend and grave elders to desire the present consul and last general in our wellfound successes to report a little of that worthy work performd by caius marcius coriolanus whom we met here both to thank and to remember with honours like himself
656,and that is exactly what i love ohbut good food counts too
657,tuesday comes and they have to wait for approval from dormont on holes theyre digging
658,we received very good service and meal came within a few minuteswaitress could have smiled more but was friendly
659,and yep there it was
660,why you grave but reckless senators have you thus given hydra here to choose an officer that with his peremptory shall being but the horn and noise o the monsters wants not spirit to say hell turn your current in a ditch and make your channel his
661,but my recent experience there has changed my mind a bit
662,i like to stretch out before my class actually starts so i went to the tail end of a yoga class
663,menenius a letter for me
664,with every minute you do change a mind and call him noble that was now your hate him vile that was your garland
665,jane had asked him
666,she was bright friendly and very knowledgeable about the menu
667,coriolanus spoke he of me
668,messenger within this mile and half
669,it also had a leaky roof in several places which had buckets collecting the water
670,thou wast a soldier even to catos wish not fierce and terrible only in strokes but with thy grim looks and the thunderlike percussion of thy sounds thou madst thine enemies shake as if the world were feverous and did tremble
671,the vending machines are sold out of course and they sell drinks inside but close the drawers at 8 on the dot
672,our guider come to the roman camp conduct us
673,he wrote me two sentences that said there will be acres there tomorrow morning to finish and most will be done tomorrow well that didnt happen then two other dudes show up two days later and did work for about three hours and left
674,must these have voices that can yield them now and straight disclaim their tongues
675,next to the main building is the basilica of the sacred heart
676,in 1987 when some students believed that the observer began to show a conservative bias a liberal newspaper common sense was published
677,that being said we left and went back to 131 east where we had previously eaten
678,i tried the evening classes but they were very crowded and difficult so i tried a morning class for seniors
679,it reopens on july 14th and i cant wait to take my kids
680,it will remain a place i avoid unless someone in my party needs to avoid illness from low blood sugar
681,third citizen are you all resolved to give your voices
682,what good condition can a treaty find i the part that is at mercy
683,i find that very unlikely
684,the best part about this location was the staff
685,the bill was prepared incorrectly
686,it is held that valour is the chiefest virtue and most dignifies the haver if it be the man i speak of cannot in the world be singly counterpoised
687,brutus tis most like he will
688,coriolanus my gracious silence hail
689,i say if he would incline to the people there was never a worthier man
690,there were 7 of us altogether and we had eaten at another restaurant earlier in the evening
691,some of the worst pizza ive ever had
692,excellent
693,it is april and there are no grass tees yet
694,menenius what is about to be
695,my fiance had what they called a mixed grill it consisted of eggs peppers onions and home made sausage
696,you souls of geese that bear the shapes of men how have you run from slaves that apes would beat
697,tribunes for them the mouse neer shunnd the cat as they did budge from rascals worse than they
698,all slain sir doubtless
699,coriolanus ay but not mine own desire
700,as at most other universities notre dames students run a number of news media outlets
701,most placed will have bulges and puckers
702,menenius i would they were in tiber
703,i received an 80000 bill for the blood work
704,marcius he that will give good words to thee will flatter beneath abhorring
705,the only thing they have going for them is that the food is hot and tastes just like mcdonalds should
706,i complained to the manager who said that i was welcome to stretch out in whatever class i wanted to but the hostility of these yoga students was very evident
707,i will make much of your voices and so trouble you no further
708,service in this place is poor because of lack of acknowledgment since people working there are just working
709,brutus it was his word o he would miss it rather than carry it but by the suit of the gentry to him and the desire of the nobles
710,oh and any big burritosousa foodies might as well stop reading now
711,he is only interested in the copay and having you come in for medication refills every month
712,menenius i will tell you if youll bestow a smallof what you have little patience awhile youll hear the bellys answer
713,you must not speak of that you must desire them to think upon you
714,second soldier nor i
715,volumnia titus lartius writes they fought together but aufidius got off
716,advice host that we are in a hurry
717,menenius pray now sit down
718,well break our walls rather than they shall pound us up our gates which yet seem shut we have but pinnd with rushes theyll open of themselves
719,first officer thats a brave fellow but hes vengeance proud and loves not the common people
720,i had to pay 25900 for this bone graft
721,menenius i know you can do very little alone for your helps are many or else your actions would grow wondrous single your abilities are too infantlike for doing much alone
722,my friend ordered one of her faves the breaded pork chops we hit the salad bar which was uberbasic
723,in 1987 when some students believed that the observer began to show a conservative bias a liberal newspaper common sense was published
724,you blame marcius for being proud
725,marcius within these three hours tullus alone i fought in your corioli walls and made what work i pleased tis not my blood wherein thou seest me maskd for thy revenge wrench up thy power to the highest
726,fourth citizen you have deserved nobly of your country and you have not deserved nobly
727,we went on a weeknight
728,my favorite things to eat in life are potato products my favorite item hot sausage sandwich on thick italian toast with cheese lettuce tomato and mayo
729,took off a star for lumpy booths and really tight tables your arm gets hit when someone walks past oh and waitresses arent very attentive
730,great balance of cheeses
731,profits from the auction at the hard rock cafe in new yorks times square crushed presale expectations of only 120000 in sales
732,ingratitude is monstrous and for the multitude to be ingrateful were to make a monster of the multitude of the which we being members should bring ourselves to be monstrous members
733,the newspapers have varying publication interests with the observer published daily and mainly reporting university and other news and staffed by students from both notre dame and saint marys college
734,i expect bad days bad moods and the occasional mistake
735,he will require them as if he did contemn what he requested should be in them to give
736,i spoke with someone who told me that dormont usually takes a week to process the permit but we were now going on a month
737,at that point he asked to see the manager who came a few minutes later
738,plain with a dark wood bar on one side plain white walls with no yinzer pics good sturdy chairs and actual white linens on the tables
739,papa js is expensive and inconsistent
740,o my sweet lady pardon
741,brutus the present wars devour him he is grown too proud to be so valiant
742,brutus fame at the which he aims in whom already hes well graced can not better be held nor more attaind than by a place below the first for what miscarries shall be the generals fault though he perform to the utmost of a man and giddy censure will then cry out of marcius o if he had borne the business
743,after the second trip back i heard the cook holler tell him ill fix him up
744,mark you his absolute shall
745,first officer if he did not care whether he had their love or no he waved indifferently twixt doing them neither good nor harm but he seeks their hate with greater devotion than can render it him and leaves nothing undone that may fully discover him their opposite
746,apparently they were now waiting for the permit from dormont a month later i was frustrated and asked to speak with someone at the company
747,sicinius i wish no better than have him hold that purpose and to put it in execution
748,yes i ordered the mushroom ravioli and it was oily
749,menenius now its twentyseven every gash was an enemys grave
750,menenius why then you should discover a brace of unmeriting proud violent testy magistrates alias fools as any in rome
751,how now my as fair as noble ladiesand the moon were she earthly no noblerwhither do you follow your eyes so fast
752,second officer faith there had been many great men that have flattered the people who neer loved them and there be many that they have loved they know not wherefore so that if they love they know not why they hate upon no better a ground therefore for coriolanus neither to care whether they love or hate him manifests the true knowledge he has in their disposition and out of his noble carelessness lets them plainly seet
753,i will never order from them again
754,come you shall go with us
755,third citizen but this is something odd
756,cable tv quality is spotty sometimes but not intolerable
757,lartius how often he had met you sword to sword that of all things upon the earth he hated your person most that he would pawn his fortunes to hopeless restitution so he might be calld your vanquisher
758,owning a driving range inside the city limits is like a license to print money
759,i waited over five minutes for a gigantic order that included precisely one kids meal
760,valeria o my word the fathers son ill sweartis a very pretty boy
761,coriolanus hence rotten thing
762,i wish you much mirth
763,what do you think you the great toe of this assembly
764,here he comes and in the gown of humility mark his behavior
765,not something you would eat everyday but he loved it
766,unlike scholastic and the dome the observer is an independent publication and does not have a faculty advisor or any editorial oversight from the university
767,they close pretty early on the weekends too oddly at 1245pm cash only huge portions when ordering fries or homefries always get the half order unless youre a lumberjack about those homefries theyre often undercooked
768,wonderful reuben
769,neither paper is published as often as the observer however all three are distributed to all students
770,menenius hear me one word beseech you tribunes hear me but a word
771,budapest became one city in 1872 and it has been the capital city of hungary for about eighty years
772,if she could rule this gunman as venters had called him if she could even keep him from shedding blood what strategy to play his flame and his presence against the game of oppression her churchmen were waging against her
773,the prelateran period comprising the initial days of the library dated from the earliest days of the church
774,photocopies for private study of pages from books published between 1801 and 1990 can be requested in person or by mail
775,cominius flower of warriors how is it with titus lartius
776,theres nothing better than drinking from a cup that could have come from your grandmas kitchen i know that gab n eat is nearby and barbs can be a little weird get to with the strange traffic pattern but this really is a gem of carnegie that youve gotta try
777,volumnia i the shoulder and i the left arm there will be large cicatrices to show the people when he shall stand for his place
778,alack you are transported by calamity thither where more attends you and you slander the helms o the state who care for you like fathers when you curse them as enemies
779,second citizen worthy menenius agrippa one that hath always loved the people
780,the daughter of withersteen lassiter will you be my rider
781,it gives me an estate of seven years health in which time i will make a lip at the physician the most sovereign prescription in galen is but empiricutic and to this preservative of no better report than a horsedrench
782,it is famous for its modern highways its movie stars and its smog
783,it makes the consuls base and my soul aches to know when two authorities are up neither supreme how soon confusion may enter twixt the gap of both and take the one by the other
784,immediately in front of the main building and facing it is a copper statue of christ with arms upraised with the legend venite ad me omnes
785,our drums are bringing forth our youth
786,brutus not to them all
787,coriolanus menenius ever ever
788,it is a replica of the grotto at lourdes france where the virgin mary reputedly appeared to saint bernadette soubirous in 1858
789,the newspapers have varying publication interests with the observer published daily and mainly reporting university and other news and staffed by students from both notre dame and saint marys college
790,definitely a greasy spoon
791,volumnia one on s fathers moods
792,neither paper is published as often as the observer however all three are distributed to all students
793,the salad was just a huge plate of spring mix nothing else in it with way to much vinegar dressing
794,and when we asked about it the waitress said yeah its huge and really good and he only charges 1299 for it aint that nuts
795,cant wait to come back
796,the place was crowded we were seated at the last open table
797,if you are feeling like lunch food go a little later their burgers are made on the breakfast griddle and are delicious
798,my husband and i went a couple of weeks ago
799,sicinius you may sir
800,budapest is also known for its exciting nightlife
801,id recommend a call for directions 4122719911
802,ay my dear such eyes the widows in corioli wear and mothers that lack sons
803,give me a break
804,second citizen think you so
805,all and all a very crude and unpleasant dining experience for me and my guests
806,the office admin very nice asked for me to come early before 9am to complete paperwork
807,speaking of the plague i suppose we should thank mr surly for inspiring us to walk out
808,cominius aged sir hands off
809,i had a grand slam it was more than enough food
810,at the end of the main drive and in a direct line that connects through 3 statues and the gold dome is a simple modern stone statue of mary
811,coriolanus is this done
812,preordered my tires and when i arrived they couldnt find the order anywhere
813,titus no caius marcius ill lean upon one crutch and fight with tother ere stay behind this business
814,when yet he was but tenderbodied and the only son of my womb when youth with comeliness plucked all gaze his way when for a day of kings entreaties a mother should not sell him an hour from her beholding i considering how honour would become such a person
815,it is because of him not my now former gyn dr markoff that i found out i have fibroids
816,thou art left marcius a carbuncle entire as big as thou art were not so rich a jewel
817,we stopped at papa js last friday night 81 for a round of drinks
818,each time the receptionists give of a vibe of entitlement and it is very uncomfortable
819,first senator tribunes give way he shall to the marketplace
820,and irish music
821,it took forever to order and then forever for our food to come and the place was empty
822,first citizen first you know caius marcius is chief enemy to the people
823,the information below will be helpful to you
824,the fried noodles were out of a box and nasty the shrimp was mushy the fried rice was bright yellow we asked for water they brought us 1 in a solo cup for 2 people
825,why in this woolvish toge should i stand here to beg of hob and dick that do appear their needless vouches
826,lets fetch him off or make remain alike
827,water is only 1 a bottle
828,i used to order takeout here once every month or so
829,he learned from his father at the age of 14 how to sew
830,perfect time with hubby after work which is 4 am and you can still have a hot nice meal waitress was such an adorable girl
831,the server never did anything to try to make our experience better he knew we werent happy but never offered anything such as dessert on the house
832,brutus and topping all others in boasting
833,brutus most willingly but yet my caution was more pertinent than the rebuke you give it
834,menenius has he disciplined aufidius soundly
835,ive tried to give this mcdonalds a chance but my patience has run out
836,greeted by a dour manager that seemed mad that we had a reservation
837,there were absent only from the gathering gonzaga and fortemani besides a sentry and the three prisoners
838,most food for your dollar
839,i think i was one of his 1st patients when he started at mhmg
840,first citizen our business is not unknown to the senate they have had inkling this fortnight what we intend to do which now well show em in deeds
841,the ambiance is nice but it doesnt justify the prices
842,yum just as we were finishing our salads our dinners were delivered
843,volumnia indeed you shall not
844,lartius o general here is the steed we the caparison hadst thou beheld marcius pray now no more my mother who has a charter to extol her blood when she does praise me grieves me
845,i was pleasantly surprised by this restaurant
846,my recommendation is a breakfast sandwich on a bagel and a coffee
847,and thenaha
848,this is about as old world barloungerestaurant as it gets
849,i ordered a salad basil pesto cream pasta my husband ordered the spinach feta pasta
850,lartius what is become of marcius
851,his pupil age manenterd thus he waxed like a sea and in the brunt of seventeen battles since he lurchd all swords of the garland
852,the other magazine the juggler is released twice a year and focuses on student literature and artwork
853,brutus the aediles ho
854,second citizen nay but speak not maliciously
855,there is a latino man in his 20s working when you arrive
856,the newspapers have varying publication interests with the observer published daily and mainly reporting university and other news and staffed by students from both notre dame and saint marys college
857,a customer even tripped over the buckets and fell
858,los angeles los angeles was founded in 1781
859,now to seem to affect the malice and displeasure of the people is as bad as that which he dislikes to flatter them for their love
860,begun as a onepage journal in september 1876 the scholastic magazine is issued twice monthly and claims to be the oldest continuous collegiate publication in the united states
861,third citizen certainly he flouted us downright
862,the fish was flavorful the batter excellent and for just 8
863,we placed our order
864,hes to make his requests by particulars wherein every one of us has a single honour in giving him our own voices with our own tongues therefore follow me and i direct you how you shall go by him
865,first citizen let us kill him and well have corn at our own price
866,coriolanus hence old goat
867,and yet to find a true good reuben in da burgh i tried it well they were out of the proper bread and the guy had to run to the store to buy the closest thing he could find which was not the proper bread and instead of one of their raved about reubens i received two minireubens which basically took the guts from one reuben and spread it out onto two sandwiches on regular sized bread
868,volumnia he had rather see the swords and hear a drum than look upon his schoolmaster
869,this is a hidden gem no really
870,menenius i tell you friends most charitable care have the patricians of you
871,do they think that this is their private gym
872,both why how are we censured
873,had to ask for coffee refills had to ask for silverware for napkinsetc
874,used to go there for tires brakes etc
875,the wedding soup and bread were good but thats it
876,my nobler friends i crave their pardons for the mutable rankscented many let them regard me as i do not flatter and therein behold themselves i say again in soothing them we nourish gainst our senate the cockle of rebellion insolence sedition which we ourselves have ploughd for sowd and scatterd by mingling them with us the honourd number who lack not virtue no nor power but that which they have given to beggars
877,brutus come half all cominius honours are to marcius
878,my parents love their burgers
879,everything is made to order with fair portions and great prices
880,valeria in truth la go with me and ill tell you excellent news of your husband
881,cominius the people are abused set on
882,we do here pronounce upon the part o the people in whose power we were elected theirs marcius is worthy of present death
883,valentina was very pale and round her eyes there were dark circles that told of sleeplessness and as she bowed her head in prayer her ladies observed that tears were falling on the illuminated massbook over which she bent
884,messenger you are sent for to the capitol
885,first citizen yere long about it
886,cominius come sir along with us
887,come good sweet lady
888,one of her safe racers was a dark bay and she called him bells because of the way he struck his iron shoes on the stones
889,will never go back or refer anyone else
890,we are not to stay all together but to come by him where he stands by ones by twos and by threes
891,fanfreakintastic
892,immediately in front of the main building and facing it is a copper statue of christ with arms upraised with the legend venite ad me omnes
893,brutus we pray the gods he may deserve your loves
894,all content content
895,a giant mound of food guaranteed to sooth any hangover
896,more or less an appetizer filler before the meal the mindblower in this trip was the ordering of the fried chicken dinner
897,they are butchers and should not even call themselves dentist
898,when i arrived i wasnt sure if this was a driving range or an excavation site for a mastodon or a strip mining operation
899,menenius sham it be put to that
900,so he took the meals back to the kitchen
901,as at most other universities notre dames students run a number of news media outlets
902,2 bicycles a scooter and an electronic keyboard graced the dining room
903,brutus come sir come we know you well enough
904,if i could give this place less than one star i would
905,they are crooks and butchers
906,five times marcius i have fought with thee so often hast thou beat me and wouldst do so i think should we encounter as often as we eat
907,if she could not wholly control lassiter then what she could do might put off the fatal day
908,we ordered reubens and wanted coleslaw instead of kraut
909,the weather is usually dry and warm
910,hear you this triton of the minnows
911,there are weeds grown all over the place
912,lartius their noise be our instruction
913,finally in spring 2008 an undergraduate journal for political science research beyond politics made its debut
914,the food tastes average and the price is good
915,when i complained the manager was very rude and tried to blame us for taking to long to order
916,they actually ground up the beans in front of us
917,menenius so do i too if it be not too much brings a victory in his pocket
918,second citizen consider you what services he has done for his country
919,he received in the repulse of tarquin seven hurts i the body
920,yet you must be saying marcius is proud who in a cheap estimation is worth predecessors since deucalion though peradventure some of the best of em were hereditary hangmen
921,then again the franchise is owned by rice and ive come to take terrible service is their mo
922,messenger the news is sir the volsces are in arms
923,i got them in my countrys service when some certain of your brethren roard and ran from the noise of our own drums
924,whatever the case they have cold guinness
925,same lousy service
926,brutus has said enough
927,volumnia ons brows menenius he comes the third time home with the oaken garland
928,i have been to this restaurant twice and was disappointed both times
929,menenius ill keep you company
930,and bagpipe please rileys pour house opens march 1 of 2012
931,dressing on the side of a salad less feta on an entree and no oil on another entree the waitress blamed it on the cook but did offer to get one entree changed
932,come i would your cambric were sensible as your finger that you might leave pricking it for pity
933,treats you like a localeaten here 3 times a week for a month
934,the delivery driver mistakenly rang my doorbell having confused 133 and 113 rather than taking a step back and analyzing the situation he begins to accuse my wife and i of ordering and refusing to pay for this pizza the driver then gets on his cell phone and rather than calling the number than was given when the order was placed begins to call his bosses and starts threatening me with felony charges
935,it is right across the street from the rankin police station
936,they have pressd a power but it is not known whether for east or west the dearth is great the people mutinous and it is rumourd cominius marcius your old enemy who is of rome worse hated than of you and titus lartius a most valiant roman these three lead on this preparation whither tis bent most likely tis for you consider of it
937,second citizen you shall ha it worthy sir
938,please you to hear cominius speak
939,eat at your own risk
940,i am weary yea my memory is tired
941,when you speak best unto the purpose it is not worth the wagging of your beards and your beards deserve not so honourable a grave as to stuff a botchers cushion or to be entombed in an asss pack saddle
942,second citizen your own desert
943,stay away from this doc and the practice
944,i have no idea who gave this place high reviews but they must either own the place or be time travelers from back in the day when this place might not have sucked
945,consider where this place is the prices are really really high
946,menenius pray you who does the wolf love
947,tried the roman style calamari very good better than the fried calamari we had last time
948,the workers do seem like nice people just trying to make a living but when it comes to cleanliness don don is lacking
949,when we granted that here was i thank you for your voices thank you your most sweet voices now you have left your voices i have no further with you
950,marcius they are dissolved hang em
